customer_id,order_date,order_value
854,2019-08-07,272
514,2020-01-22,473
335,2021-12-29,208
175,2022-07-29,280
709,2023-04-29,462
204,2019-01-23,405
869,2020-01-25,149
478,2023-07-20,22
696,2022-10-31,473
297,2022-10-26,370
227,2023-10-05,62
678,2019-01-26,152
313,2019-07-13,197
443,2023-12-15,285
586,2022-10-12,430
246,2022-07-14,43
877,2019-01-19,41
704,2020-10-15,364
958,2023-05-31,22
806,2020-05-13,419
551,2019-09-12,177
365,2022-12-11,387
695,2019-03-18,446
344,2020-08-04,23
352,2019-04-13,126
392,2023-12-12,315
654,2020-07-15,291
653,2019-01-04,251
276,2021-11-16,380
754,2023-07-26,257
724,2023-05-28,91
347,2021-06-16,107
80,2020-03-21,35
434,2022-11-22,393
331,2022-12-01,110
244,2023-01-25,469
840,2022-02-24,458
500,2023-04-20,39
319,2020-11-07,454
946,2021-11-06,231
27,2019-08-25,103
817,2020-09-15,358
682,2022-12-25,460
803,2021-10-25,145
712,2023-07-07,70
248,2022-02-19,37
540,2021-03-20,480
993,2019-11-14,356
449,2022-01-26,462
621,2020-10-01,372
67,2023-06-30,136
298,2021-05-23,143
220,2021-10-11,47
247,2020-07-14,472
654,2022-03-28,431
765,2020-09-13,364
572,2022-01-06,487
722,2019-09-19,488
795,2023-03-27,160
452,2023-01-28,25
208,2021-07-05,176
177,2020-10-02,125
768,2019-10-30,138
181,2020-10-03,156
261,2019-12-24,48
678,2020-05-26,185
947,2021-07-29,84
894,2022-10-15,75
27,2020-03-29,305
657,2021-07-22,389
508,2021-11-25,115
552,2023-03-19,396
853,2020-02-12,462
268,2021-07-17,234
962,2022-02-25,250
110,2021-03-01,77
428,2022-09-13,413
137,2020-06-19,424
305,2021-05-24,203
746,2019-03-13,301
517,2020-05-28,290
780,2023-08-12,228
746,2023-09-06,182
322,2021-08-11,108
848,2021-01-18,290
622,2023-08-11,116
459,2020-04-21,94
168,2020-05-09,107
881,2020-12-05,25
346,2023-05-06,175
974,2019-12-22,82
57,2021-02-11,48
480,2019-09-18,323
957,2019-11-01,210
723,2022-10-30,461
302,2022-10-18,424
545,2023-10-01,223
996,2021-07-09,297
707,2022-03-23,46
311,2023-08-12,104
328,2022-03-25,354
997,2019-08-10,460
58,2022-06-23,229
272,2023-05-27,157
166,2021-08-30,297
799,2019-09-18,191
837,2023-11-18,359
364,2020-05-22,358
853,2023-04-30,175
588,2023-02-08,248
646,2023-06-02,325
756,2023-07-30,198
482,2020-02-19,266
859,2022-12-09,404
60,2021-08-07,181
625,2023-06-07,182
480,2023-02-13,237
466,2023-03-23,336
899,2020-01-20,305
831,2023-08-08,95
755,2022-09-28,481
982,2022-10-27,471
111,2023-03-31,223
784,2019-11-11,235
89,2021-11-11,443
263,2020-03-10,242
967,2020-05-25,212
241,2020-09-27,312
634,2023-05-02,211
457,2022-04-22,404
406,2021-12-26,418
809,2020-02-27,288
310,2020-08-05,432
929,2022-04-18,458
690,2019-02-10,320
527,2022-05-02,279
661,2020-06-23,211
575,2019-03-09,290
649,2019-09-16,123
918,2022-11-29,451
729,2021-08-28,223
59,2021-07-07,203
987,2023-10-12,236
88,2021-01-30,110
761,2019-10-01,217
903,2021-06-17,490
799,2021-02-05,418
65,2019-11-04,58
808,2021-10-03,216
738,2020-05-18,490
258,2020-10-30,98
181,2021-01-24,236
508,2023-06-30,335
6,2021-07-13,113
736,2022-03-16,191
162,2020-11-18,62
600,2022-04-12,151
558,2023-09-22,96
802,2023-10-03,453
581,2022-09-09,251
875,2023-07-02,58
364,2022-06-04,73
732,2022-02-06,170
227,2019-03-30,207
786,2022-06-24,483
539,2019-02-19,438
739,2021-11-01,329
299,2022-09-30,205
818,2021-01-12,337
954,2021-05-14,483
761,2019-10-30,451
192,2022-01-17,154
611,2020-12-02,192
402,2019-10-18,288
851,2020-08-26,456
645,2021-11-24,134
105,2019-07-24,240
689,2022-04-05,58
479,2022-12-27,359
70,2022-07-09,261
664,2021-12-24,240
929,2019-03-01,165
755,2021-08-23,425
913,2021-01-01,183
457,2020-05-27,380
524,2023-08-01,456
90,2019-02-08,387
637,2022-08-19,347
205,2023-03-11,278
718,2023-02-01,209
226,2022-08-04,432
160,2019-07-10,348
51,2022-01-29,283
831,2020-10-25,241
431,2021-07-11,351
388,2020-12-03,193
580,2021-07-30,111
204,2020-10-05,459
406,2023-07-10,125
252,2023-08-13,264
623,2020-10-20,324
288,2019-01-24,62
868,2022-10-12,413
268,2023-03-24,416
790,2021-04-27,460
839,2019-04-04,277
940,2019-05-25,340
363,2023-02-06,105
665,2019-12-17,116
931,2022-04-01,483
132,2023-12-26,445
12,2023-05-20,461
442,2019-09-16,496
969,2023-09-25,285
752,2023-07-30,82
546,2021-05-01,122
294,2023-03-15,273
872,2022-08-30,474
559,2023-05-05,336
894,2020-09-16,20
861,2022-10-21,173
694,2023-07-30,280
379,2021-10-22,54
979,2019-10-09,400
396,2019-10-11,416
348,2022-06-02,46
691,2023-11-08,415
976,2023-05-21,369
688,2021-05-29,325
39,2020-07-01,243
963,2019-03-21,206
947,2023-12-03,178
311,2022-01-02,88
571,2020-09-14,184
50,2023-02-25,277
490,2021-02-13,121
883,2021-09-20,474
719,2021-11-10,212
575,2023-09-25,278
645,2021-11-16,423
102,2019-04-27,405
840,2023-06-03,317
708,2022-01-18,318
18,2020-02-07,40
269,2021-06-23,64
231,2019-12-09,499
53,2021-03-31,295
795,2023-12-17,190
16,2022-08-09,197
434,2020-05-06,242
388,2022-02-26,318
3,2022-07-16,43
158,2019-06-01,357
445,2020-02-24,103
284,2021-01-03,79
577,2019-05-02,307
150,2019-06-29,141
451,2022-01-07,24
889,2021-08-27,405
822,2019-03-19,173
950,2022-12-19,300
726,2022-06-19,453
524,2023-01-20,361
857,2023-06-02,442
507,2021-06-08,105
555,2021-02-24,94
122,2020-05-23,286
802,2022-04-02,210
675,2022-01-13,271
343,2022-01-03,87
281,2019-06-09,372
764,2019-01-12,165
1000,2021-08-11,498
639,2022-09-06,383
211,2023-04-24,141
348,2020-11-05,431
728,2023-11-17,61
927,2020-02-14,335
891,2021-11-11,169
186,2020-05-21,443
994,2019-09-18,81
446,2021-07-20,274
538,2020-06-29,150
553,2020-02-16,346
760,2021-10-13,466
638,2020-11-21,396
856,2022-09-17,39
629,2022-04-30,218
561,2021-01-14,346
33,2022-07-12,240
689,2021-04-09,429
369,2022-09-26,444
143,2019-07-04,150
30,2023-11-26,190
183,2021-05-29,164
180,2019-02-02,359
801,2022-10-04,373
599,2019-09-28,200
613,2019-07-22,455
599,2022-03-29,180
882,2022-09-06,483
999,2021-10-03,79
454,2021-06-02,234
414,2021-04-15,87
52,2021-10-20,459
260,2023-01-04,380
208,2021-09-03,211
516,2022-05-06,244
5,2021-03-11,411
900,2019-03-22,216
801,2023-08-02,180
336,2019-01-10,268
314,2021-04-04,428
692,2020-11-17,474
341,2021-07-16,130
685,2023-02-08,410
904,2023-05-17,78
913,2019-03-22,52
702,2021-03-24,60
92,2022-02-05,180
632,2019-12-25,48
985,2023-08-31,274
510,2021-03-22,442
908,2019-12-07,204
9,2021-07-28,380
545,2020-11-29,243
282,2022-07-22,376
593,2022-08-05,240
763,2022-11-22,339
509,2023-12-21,105
131,2023-01-16,85
559,2023-04-05,133
472,2020-10-14,397
820,2022-11-18,284
466,2023-02-04,304
949,2020-05-07,116
929,2021-03-06,349
806,2022-07-31,143
491,2019-07-22,175
121,2019-10-22,129
901,2019-05-01,72
708,2020-04-06,193
596,2023-03-25,186
316,2023-09-01,95
670,2019-05-14,333
32,2019-11-06,233
992,2020-02-19,201
57,2021-01-13,409
724,2023-03-23,64
88,2022-02-26,443
498,2019-02-08,170
121,2021-02-13,136
991,2023-04-08,141
732,2019-05-03,189
154,2021-01-28,185
875,2023-05-24,419
399,2023-10-10,349
52,2019-03-16,450
358,2020-01-31,168
793,2020-07-23,93
449,2021-03-10,478
966,2019-02-16,168
776,2023-04-25,44
274,2021-08-05,399
508,2020-07-28,80
701,2022-10-31,373
378,2019-02-12,73
678,2023-05-23,242
476,2022-08-30,238
847,2021-06-07,492
160,2019-11-21,335
108,2021-03-10,189
473,2022-08-03,208
253,2019-04-16,51
298,2022-05-29,72
352,2023-01-04,447
566,2019-12-23,158
249,2023-04-01,393
53,2022-08-17,66
931,2019-07-29,109
99,2022-07-26,335
298,2020-11-18,55
989,2020-01-12,463
117,2023-08-30,436
309,2022-12-02,244
95,2023-11-17,61
47,2019-03-06,247
794,2022-09-28,288
6,2020-10-14,417
160,2019-07-06,205
573,2023-01-09,390
45,2019-12-23,376
406,2020-02-12,254
95,2021-03-29,141
268,2021-11-06,443
714,2019-03-07,340
78,2022-12-19,408
247,2022-11-01,433
395,2022-03-08,136
439,2021-10-07,485
933,2022-09-08,448
800,2021-02-05,376
244,2022-01-31,461
762,2020-09-29,58
470,2021-05-20,415
711,2019-12-01,181
596,2021-08-05,128
437,2022-12-04,33
903,2021-11-07,185
887,2020-12-24,419
25,2020-03-18,381
908,2022-04-30,464
58,2021-02-20,462
399,2022-12-17,350
492,2020-05-08,354
525,2023-07-29,131
916,2021-10-16,253
786,2023-04-11,221
534,2020-12-19,342
790,2019-11-01,158
860,2022-07-29,286
824,2023-03-12,291
413,2019-04-26,185
274,2022-02-28,433
303,2023-10-02,188
89,2021-12-31,276
317,2021-11-25,143
188,2022-11-25,57
666,2023-09-06,389
490,2023-01-22,268
3,2021-08-06,256
37,2022-05-13,117
807,2023-01-18,79
967,2019-02-01,38
137,2020-03-19,143
377,2019-03-03,245
823,2022-09-12,462
864,2022-01-29,119
934,2021-07-08,343
896,2019-10-10,413
180,2020-09-15,36
682,2023-08-09,267
752,2023-06-12,99
834,2023-12-15,104
232,2019-10-28,367
272,2019-07-30,475
13,2021-06-05,48
28,2019-11-15,153
917,2019-02-10,497
986,2021-09-27,213
831,2022-06-16,138
998,2020-07-18,397
610,2019-07-11,386
141,2019-06-11,210
425,2023-12-05,434
216,2020-03-02,172
463,2020-03-24,362
936,2019-12-29,424
280,2019-01-29,291
261,2022-04-13,151
771,2021-03-24,382
414,2020-10-20,449
107,2023-02-08,27
783,2021-03-05,153
896,2020-10-10,400
234,2019-10-31,403
772,2020-05-13,328
443,2020-07-30,394
570,2022-03-13,211
596,2020-04-29,110
764,2019-08-01,454
318,2020-08-30,268
370,2023-07-17,271
615,2019-11-23,82
502,2019-09-17,235
689,2023-01-14,153
190,2022-04-21,465
216,2019-04-01,126
420,2023-07-01,180
563,2023-06-16,277
887,2022-11-06,444
88,2022-02-01,35
328,2022-01-10,377
339,2022-12-28,394
136,2023-12-05,78
412,2023-12-26,28
698,2022-06-12,216
103,2020-05-07,136
11,2019-07-09,29
736,2021-05-24,369
445,2022-11-23,26
672,2021-02-26,368
37,2021-06-08,213
773,2020-12-23,423
594,2019-05-04,142
603,2021-08-23,82
568,2022-01-01,23
986,2022-08-21,303
410,2020-03-29,347
857,2022-05-16,269
635,2020-03-29,438
344,2020-06-01,149
777,2019-10-16,444
470,2019-05-17,431
863,2021-10-29,94
68,2020-03-17,348
308,2019-09-29,377
267,2021-11-27,404
664,2019-11-07,273
446,2023-10-31,430
654,2019-09-04,342
74,2022-11-27,186
877,2020-06-21,220
252,2020-08-02,187
589,2021-09-25,303
122,2021-06-25,488
546,2019-08-23,367
319,2022-08-02,427
48,2021-11-24,357
937,2022-11-11,70
86,2023-03-13,75
894,2022-11-25,92
862,2021-08-21,301
580,2022-03-17,107
886,2021-10-29,71
123,2022-02-03,144
243,2021-09-06,281
247,2022-03-01,462
441,2021-01-24,392
258,2020-03-20,287
40,2022-11-18,82
158,2023-04-30,55
553,2023-10-01,28
173,2023-07-23,349
176,2021-07-03,342
911,2019-05-29,260
457,2019-09-11,304
399,2022-08-21,346
237,2019-03-02,109
409,2020-02-06,283
53,2023-05-08,318
541,2023-08-04,224
955,2021-02-11,310
121,2022-10-21,230
663,2021-08-29,385
179,2020-08-30,297
669,2020-09-29,483
142,2019-07-31,226
117,2021-03-23,341
927,2022-07-28,377
644,2019-08-01,424
1,2019-12-17,113
496,2023-01-19,218
113,2019-03-20,370
296,2021-07-15,188
736,2019-04-04,316
814,2022-11-15,452
557,2023-04-26,246
986,2023-06-12,23
672,2023-12-29,117
615,2021-09-06,212
709,2019-05-02,285
463,2021-09-20,369
143,2021-10-08,243
231,2019-02-23,86
737,2019-08-02,157
539,2019-06-04,348
854,2021-06-24,420
834,2022-11-15,258
7,2019-03-11,470
835,2019-03-12,494
235,2021-12-03,328
283,2022-09-01,438
656,2019-11-17,23
520,2021-11-27,343
741,2019-10-28,388
431,2022-11-23,371
537,2019-06-02,121
824,2020-02-12,414
272,2023-05-16,63
882,2021-12-06,138
923,2023-05-11,207
41,2020-06-08,250
403,2022-02-08,473
544,2023-11-11,209
986,2021-02-26,129
215,2019-03-04,435
100,2019-06-22,321
51,2021-04-03,298
769,2019-12-28,125
307,2020-07-26,184
114,2023-01-22,145
155,2020-06-23,365
319,2020-11-18,117
247,2019-02-22,350
224,2023-03-17,389
37,2022-09-05,461
114,2022-05-27,139
933,2021-01-09,360
740,2023-07-30,318
375,2021-07-26,363
149,2023-12-01,162
543,2023-12-25,214
377,2020-03-17,149
979,2019-04-05,474
130,2022-01-29,408
347,2022-09-30,456
794,2020-05-01,448
171,2022-06-11,123
80,2020-06-12,112
100,2021-05-02,316
81,2019-01-04,466
235,2023-12-20,499
527,2021-01-04,241
74,2022-02-06,219
294,2020-06-23,307
501,2021-08-20,381
245,2019-01-10,277
508,2021-04-12,29
700,2022-06-07,190
899,2021-04-11,394
812,2021-07-09,446
671,2021-12-14,120
275,2021-12-13,129
895,2023-11-23,266
201,2019-08-24,342
818,2023-12-14,263
338,2020-07-04,42
325,2020-01-21,373
142,2023-08-08,485
912,2022-04-05,244
857,2019-03-31,372
778,2022-06-21,463
460,2020-12-03,484
619,2023-01-06,281
600,2021-02-23,288
165,2023-06-30,40
830,2020-04-03,498
510,2023-10-05,333
380,2020-05-23,139
296,2023-11-29,488
874,2023-06-02,431
95,2022-09-20,139
156,2022-12-13,217
313,2023-08-22,155
629,2020-12-22,96
306,2020-11-06,373
842,2021-02-06,77
295,2023-05-07,443
640,2019-02-17,105
707,2022-05-07,20
246,2021-02-18,96
136,2021-10-20,468
924,2023-06-15,29
891,2023-10-28,463
299,2020-12-05,88
468,2023-11-01,167
667,2021-01-18,81
777,2022-10-11,32
497,2019-02-09,205
464,2022-11-26,184
544,2019-05-26,29
220,2020-01-29,278
186,2022-01-26,181
204,2022-10-03,309
303,2023-04-21,433
679,2019-10-07,440
654,2020-06-30,215
683,2022-01-27,53
755,2023-01-14,179
148,2022-04-11,104
986,2021-03-07,77
341,2019-04-05,380
558,2019-03-20,427
636,2021-11-03,284
852,2022-02-18,316
60,2020-05-29,427
624,2022-01-15,44
786,2023-01-02,55
180,2023-04-02,283
507,2021-12-17,401
491,2022-01-14,133
402,2020-12-29,124
199,2022-10-13,112
940,2023-07-27,108
859,2023-12-22,462
825,2023-03-04,182
666,2021-03-03,57
777,2022-11-29,111
906,2020-01-22,138
509,2022-12-15,230
845,2019-12-27,179
77,2019-08-10,120
97,2021-04-06,388
271,2021-05-04,198
980,2020-10-18,303
814,2022-03-12,459
867,2021-06-24,374
320,2022-07-04,411
913,2021-06-30,316
559,2020-07-05,393
607,2020-01-18,42
677,2021-02-01,457
393,2019-05-07,298
350,2019-04-19,51
967,2020-08-24,157
419,2019-04-19,100
817,2020-04-05,438
667,2021-04-07,374
10,2022-03-16,338
990,2019-04-28,214
349,2020-05-15,311
568,2022-08-09,112
606,2019-04-26,452
725,2022-04-12,65
691,2023-04-02,46
809,2021-06-22,434
973,2023-02-05,181
527,2020-12-26,351
921,2022-12-06,120
217,2023-07-07,206
252,2021-05-18,457
385,2022-06-08,492
634,2022-01-31,213
749,2022-11-21,177
821,2021-04-02,476
903,2021-06-11,426
573,2022-09-06,28
282,2019-09-10,231
881,2023-05-29,458
284,2020-03-05,404
860,2022-03-15,331
307,2019-02-03,186
675,2021-11-29,362
599,2020-03-31,293
642,2023-02-23,317
545,2023-04-20,499
79,2022-05-17,130
571,2019-04-19,348
364,2022-02-17,222
423,2020-01-23,267
186,2023-12-20,84
831,2023-03-30,222
862,2023-06-05,180
384,2021-01-30,433
212,2022-05-25,152
241,2020-05-25,197
964,2022-09-22,212
735,2022-08-09,285
868,2022-04-30,79
407,2019-10-06,224
103,2019-09-24,174
231,2021-05-26,91
249,2023-10-16,175
217,2021-07-05,192
672,2020-02-13,327
176,2021-02-07,469
595,2021-10-05,81
444,2020-09-14,392
140,2019-10-07,479
23,2022-08-13,494
58,2023-09-13,400
137,2022-10-15,224
155,2020-03-08,79
700,2021-10-02,105
491,2021-08-31,443
520,2022-09-01,162
956,2020-04-24,370
139,2023-05-20,26
259,2021-07-16,314
887,2020-03-27,198
908,2023-01-08,246
86,2022-03-23,26
291,2022-07-23,159
193,2021-08-19,33
852,2022-01-08,53
635,2023-09-26,397
440,2019-06-19,442
715,2022-10-21,259
932,2021-07-16,348
982,2022-02-19,339
52,2022-11-27,116
327,2020-08-22,287
538,2020-01-22,145
241,2023-08-06,53
383,2021-07-19,302
331,2020-03-27,425
446,2021-01-03,37
942,2023-04-13,449
40,2021-09-09,447
118,2019-06-12,421
867,2023-05-18,312
400,2020-01-13,410
574,2019-07-30,87
872,2019-08-04,256
39,2023-04-04,99
11,2019-12-05,105
463,2019-02-16,79
858,2022-03-06,67
635,2019-01-14,198
616,2023-04-18,375
759,2022-05-21,103
235,2021-06-29,114
990,2020-06-15,327
917,2019-01-12,271
982,2023-01-29,352
241,2023-02-13,199
828,2020-07-26,103
853,2019-09-14,329
394,2020-12-26,444
443,2020-12-22,445
348,2023-01-04,169
663,2020-09-15,58
937,2020-04-25,298
398,2022-01-17,323
673,2021-07-19,132
180,2023-09-14,395
397,2023-05-19,436
131,2020-01-28,146
847,2023-05-14,60
118,2021-03-30,177
833,2019-08-26,225
284,2023-09-27,66
302,2022-05-16,204
440,2023-10-15,91
615,2020-03-20,76
985,2023-01-20,258
229,2023-12-25,81
114,2022-05-15,361
494,2020-09-21,76
164,2019-02-01,471
128,2019-07-27,262
878,2021-08-13,347
454,2020-08-28,143
178,2022-04-14,489
149,2023-02-10,172
315,2023-11-15,274
360,2021-10-13,236
934,2020-04-11,443
793,2022-08-23,251
115,2020-04-22,36
421,2023-11-06,99
220,2020-04-04,195
868,2020-09-16,58
869,2022-01-14,162
519,2022-07-13,36
383,2023-11-11,268
594,2023-02-14,54
507,2019-07-24,308
409,2023-12-24,165
286,2022-11-09,433
124,2023-06-24,234
495,2019-03-17,184
315,2023-12-31,130
352,2021-04-15,154
943,2023-07-20,93
568,2020-12-04,483
292,2022-11-14,175
889,2019-07-21,234
475,2019-07-23,373
155,2022-02-11,293
478,2022-11-18,450
113,2020-12-08,298
365,2023-04-21,167
607,2019-09-10,50
660,2021-09-29,33
624,2019-01-09,42
332,2019-05-08,21
569,2019-01-12,432
265,2021-11-04,197
913,2022-10-20,348
841,2023-03-29,78
717,2023-05-21,308
658,2019-03-15,195
924,2020-12-04,191
22,2022-05-16,415
412,2022-11-01,102
15,2023-10-16,445
715,2019-06-17,487
434,2023-11-14,242
918,2023-05-15,54
464,2023-04-24,316
104,2022-01-04,488
842,2019-01-09,458
640,2019-01-06,129
879,2019-02-11,254
382,2023-03-16,416
925,2019-03-29,58
215,2021-03-17,238
993,2020-01-28,236
15,2020-06-28,213
645,2022-04-13,182
915,2023-11-21,135
751,2020-10-12,347
294,2022-10-04,180
411,2021-11-26,108
849,2020-01-21,488
761,2021-06-18,439
793,2021-12-11,160
725,2020-04-13,331
511,2020-07-07,193
640,2019-02-26,220
751,2021-08-17,374
544,2019-05-30,321
79,2023-09-22,375
706,2021-04-28,132
898,2019-11-25,386
225,2020-07-31,447
936,2023-07-16,193
610,2019-03-14,93
230,2020-01-16,344
844,2021-08-08,306
463,2020-03-10,144
29,2023-02-18,43
466,2022-06-06,51
330,2021-10-25,273
220,2020-06-20,132
242,2019-11-26,214
76,2022-01-02,35
789,2022-10-24,460
498,2019-11-24,231
306,2021-03-20,127
119,2019-04-28,43
718,2023-12-29,309
693,2019-04-01,403
662,2020-09-29,327
453,2021-05-10,323
259,2022-02-21,362
39,2023-01-29,138
864,2022-08-21,200
234,2021-03-19,458
31,2020-05-13,57
733,2020-06-09,405
682,2019-07-02,252
246,2020-02-16,88
79,2022-11-06,101
59,2020-06-29,137
387,2023-02-28,328
184,2019-02-09,69
533,2022-10-23,176
211,2023-03-04,93
938,2020-07-27,202
807,2022-01-17,125
50,2021-11-14,208
899,2023-04-25,325
167,2019-11-17,291
287,2021-05-30,106
805,2020-10-05,369
825,2020-07-26,345
646,2021-08-22,191
24,2021-03-02,271
164,2020-11-09,375
660,2020-09-08,487
208,2020-11-11,163
307,2021-03-01,303
863,2022-04-11,204
747,2022-02-24,173
235,2022-09-05,361
379,2023-05-03,137
545,2022-07-12,286
77,2023-01-15,404
875,2022-10-05,344
993,2021-07-02,274
575,2021-08-24,260
567,2020-04-03,190
395,2020-08-22,449
770,2021-08-28,124
677,2023-06-27,55
929,2019-03-18,85
281,2022-03-31,204
259,2019-01-20,409
405,2020-06-20,209
663,2023-11-13,174
718,2019-09-01,400
904,2022-04-15,429
117,2021-09-29,246
225,2021-02-23,160
656,2020-04-30,95
819,2021-01-21,165
789,2022-01-02,57
30,2021-11-01,281
225,2020-11-27,145
497,2021-07-10,111
268,2021-01-25,303
490,2023-10-27,364
754,2019-06-26,280
901,2020-09-15,462
968,2020-05-20,482
85,2023-02-06,386
961,2021-06-21,127
184,2021-02-17,476
164,2023-11-15,64
405,2019-06-28,387
95,2021-05-17,456
144,2022-03-25,21
52,2021-06-05,452
193,2020-07-22,220
29,2022-12-21,109
606,2021-10-16,234
645,2022-06-17,134
846,2021-01-27,338
732,2021-06-07,111
911,2020-03-13,345
319,2019-07-12,205
482,2020-01-24,279
118,2020-12-26,177
718,2021-06-04,76
421,2023-10-25,66
259,2023-06-04,421
789,2020-04-23,241
853,2022-10-08,494
727,2019-06-29,127
452,2019-11-08,370
796,2019-09-03,319
450,2023-01-17,199
224,2021-02-05,196
981,2022-07-29,433
275,2019-12-12,199
161,2019-01-06,56
973,2023-07-20,82
617,2022-11-09,287
537,2021-10-17,292
980,2023-04-24,309
660,2020-12-11,431
956,2023-12-17,407
533,2019-02-09,373
158,2021-08-16,321
474,2021-09-02,289
261,2022-10-14,288
445,2022-10-10,461
885,2023-10-26,324
756,2021-11-14,265
822,2023-07-19,197
4,2023-10-18,86
85,2022-10-08,296
344,2021-12-05,227
925,2021-09-04,326
572,2023-02-23,57
847,2022-11-22,138
840,2023-06-23,45
288,2021-12-26,25
850,2019-09-15,293
361,2023-04-30,252
485,2019-06-02,133
31,2023-09-19,153
923,2021-11-21,444
680,2023-06-28,332
636,2023-02-10,197
911,2023-11-15,44
98,2021-09-25,67
296,2023-01-06,299
347,2022-10-23,433
664,2022-04-19,362
214,2020-10-15,320
570,2019-01-05,318
457,2020-11-24,91
936,2021-05-28,459
818,2019-11-05,220
681,2021-11-19,345
745,2020-10-03,52
513,2020-11-11,116
680,2021-04-12,64
408,2021-06-24,282
199,2023-10-30,381
92,2023-12-04,421
953,2021-03-14,89
421,2021-04-06,320
426,2022-04-07,312
258,2023-03-15,424
92,2020-12-02,237
693,2021-07-01,226
792,2021-09-13,191
997,2021-01-06,265
83,2019-04-08,433
249,2019-11-21,414
126,2023-01-07,275
263,2019-05-15,283
680,2021-06-10,408
566,2023-06-06,283
228,2021-07-09,24
762,2020-03-27,29
87,2019-08-29,290
202,2023-04-23,249
650,2021-01-17,331
828,2020-07-26,389
662,2019-11-17,74
69,2022-06-07,406
785,2021-03-09,60
546,2022-03-06,157
896,2021-08-17,410
311,2021-03-30,466
403,2020-04-29,134
409,2022-08-04,82
469,2019-09-21,363
11,2023-07-11,429
818,2019-09-16,53
170,2023-12-18,397
230,2020-10-27,271
442,2022-12-12,475
638,2023-07-17,442
779,2022-03-02,463
152,2019-01-09,216
616,2022-08-16,375
453,2023-02-09,382
81,2019-12-19,429
283,2022-03-03,271
915,2019-08-19,81
774,2019-09-30,413
154,2023-12-31,244
200,2022-01-08,375
442,2020-07-26,73
22,2020-08-12,178
391,2019-01-13,313
577,2020-08-12,389
800,2021-03-27,44
561,2020-09-23,256
545,2022-10-14,480
409,2020-09-28,340
322,2019-01-04,119
951,2023-06-21,247
764,2021-11-19,197
921,2022-02-21,427
764,2023-09-18,174
503,2023-08-31,485
348,2019-06-11,453
176,2019-02-13,258
154,2021-05-09,453
263,2020-07-10,162
449,2020-11-01,36
58,2022-10-02,304
301,2019-06-02,24
721,2019-02-08,30
258,2020-06-02,227
618,2020-03-29,455
992,2021-07-24,437
655,2022-07-25,100
860,2019-01-23,52
451,2021-12-28,324
967,2023-11-02,396
239,2022-09-27,178
215,2019-04-07,293
320,2022-12-13,134
719,2019-02-10,236
56,2022-09-07,280
285,2023-02-03,177
196,2022-02-03,64
26,2020-05-20,139
362,2022-04-06,234
347,2019-06-22,147
923,2021-02-08,273
87,2023-11-18,57
341,2022-11-29,384
59,2021-12-01,229
734,2022-07-21,371
165,2020-02-01,113
920,2020-07-25,48
642,2019-03-10,183
770,2020-12-04,156
406,2021-03-02,42
692,2022-02-23,150
70,2022-12-22,105
431,2020-05-08,203
377,2019-10-05,443
960,2023-10-21,256
630,2023-10-10,203
134,2019-01-15,333
913,2022-06-08,178
167,2019-02-23,489
276,2020-12-23,30
330,2021-02-04,61
308,2020-04-23,254
371,2020-08-18,150
484,2020-08-13,204
451,2023-10-04,33
668,2019-04-26,321
181,2020-04-09,273
841,2020-09-23,166
883,2019-10-27,399
86,2021-05-20,79
765,2019-07-05,434
949,2019-12-19,311
191,2020-10-20,179
133,2022-08-24,466
301,2022-04-27,45
924,2022-02-18,84
269,2022-09-26,405
264,2020-11-22,89
273,2023-02-25,401
725,2022-09-25,192
411,2020-08-29,481
389,2021-06-01,495
349,2022-06-10,244
551,2022-03-07,172
743,2021-07-09,59
349,2023-01-22,165
138,2022-01-31,385
183,2022-11-30,117
638,2021-08-08,267
987,2019-09-29,31
94,2021-01-04,494
572,2020-02-23,43
900,2019-09-03,244
985,2020-03-16,264
720,2021-01-01,482
246,2020-06-08,190
895,2023-05-11,51
948,2021-01-27,133
216,2020-10-25,228
407,2020-03-03,322
370,2019-12-01,448
811,2019-09-13,54
870,2021-08-26,224
740,2022-02-26,397
379,2021-11-16,403
87,2022-07-23,412
19,2021-08-10,285
538,2021-01-13,84
840,2020-06-12,462
832,2022-03-03,117
415,2020-06-07,204
215,2023-10-20,257
565,2020-10-17,492
47,2021-02-21,489
115,2022-11-25,285
749,2021-01-13,493
967,2022-02-06,422
78,2021-12-23,251
323,2023-08-25,128
563,2021-01-08,197
88,2019-05-14,268
859,2020-09-11,343
55,2022-02-26,379
419,2020-05-10,24
87,2023-06-11,176
630,2020-04-01,249
31,2020-12-04,135
957,2019-02-26,280
15,2021-04-08,335
399,2022-09-16,340
848,2023-05-11,146
70,2021-12-21,47
487,2022-02-01,358
259,2019-05-27,247
206,2023-01-30,148
290,2023-09-03,48
178,2022-08-17,198
826,2023-06-14,183
853,2023-09-13,179
117,2019-12-08,339
783,2023-01-01,417
182,2022-04-02,307
499,2023-02-12,284
336,2021-05-23,486
783,2020-10-06,414
82,2020-07-16,451
935,2022-01-17,454
435,2021-03-20,407
697,2023-08-08,316
240,2021-04-14,44
523,2023-01-16,164
997,2021-11-13,194
234,2022-01-31,27
230,2021-03-21,333
742,2022-01-21,128
366,2020-03-02,148
810,2020-05-19,21
145,2019-09-10,29
709,2020-02-14,366
7,2020-11-18,136
603,2021-10-02,430
475,2020-10-02,416
